mode,schedulers,workers,connections,median_tps,min_tps,max_tps,min_jain_fairness,min_worker_completions,max_drain_seconds
epgsql_batch,10,40,40,257560.4684170417,256298.78144379798,259539.55733733322,0.9999962289461036,31910,2e-07
postgrex_held,10,40,40,142685.63957604842,141974.50368424907,145348.95979175487,0.9998991450961346,17400,9e-08
