mode,schedulers,workers,connections,median_tps,min_tps,max_tps,min_jain_fairness,min_worker_completions,max_drain_seconds
epgsql_batch,10,40,40,261491.88814370768,259508.0382701092,262926.1077627079,0.9999955797722693,32306,7e-08
postgrex_held,10,40,40,143981.41966370566,142297.7635149317,144403.25398737026,0.9999287509381918,17457,1.89e-07
